Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BGS","B AND G FOODS INC","Consumer Staples","Equity","144,855.72","0.00","144,855.72","17,163.00","8.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCO","CLEAR CHANNEL OUTDOOR HOLDINGS INC","Communication","Equity","145,124.70","0.00","145,124.70","100,086.00","1.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WGS","GENEDX HOLDINGS CORP CLASS A","Health Care","Equity","145,604.03","0.00","145,604.03","4,427.00","32.89","United States","NASDAQ","USD","1.00","USD","-"
"GRNT","GRANITE RIDGE RESOURCES INC","Energy","Equity","144,503.38","0.00","144,503.38","21,961.00","6.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OCGN","OCUGEN INC","Health Care","Equity","145,818.72","0.00","145,818.72","111,312.00","1.31","United States","NASDAQ","USD","1.00","USD","-"
"OBT","ORANGE COUNTY BANCORP INC","Financials","Equity","144,788.22","0.00","144,788.22","2,559.00","56.58","United States","NASDAQ","USD","1.00","USD","-"
"PAYS","PAYSIGN INC","Financials","Equity","145,578.96","0.00","145,578.96","30,843.00","4.72","United States","NASDAQ","USD","1.00","USD","-"
"PFIS","PEOPLES FINANCIAL SERVICES CORP","Financials","Equity","145,275.96","0.00","145,275.96","3,292.00","44.13","United States","NASDAQ","USD","1.00","USD","-"
"PFMT","PERFORMANT FINANCIAL CORP","Health Care","Equity","144,580.85","0.00","144,580.85","40,727.00","3.55","United States","NASDAQ","USD","1.00","USD","-"
"TYRA","TYRA BIOSCIENCES INC","Health Care","Equity","145,024.00","0.00","145,024.00","6,592.00","22.00","United States","NASDAQ","USD","1.00","USD","-"
"BATRA","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","143,195.40","0.00","143,195.40","3,180.00","45.03","United States","NASDAQ","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","144,032.76","0.00","144,032.76","3,459.00","41.64","United States","NASDAQ","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR INC CLASS A","Financials","Equity","143,867.79","0.00","143,867.79","13,211.00","10.89","United States","NASDAQ","USD","1.00","USD","-"
"OLO","OLO INC CLASS A","Information Technology","Equity","143,214.72","0.00","143,214.72","27,124.00","5.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USNA","USANA HEALTH SCIENCES INC","Consumer Staples","Equity","143,722.08","0.00","143,722.08","3,672.00","39.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VEL","VELOCITY FINANCIAL INC","Financials","Equity","144,314.25","0.00","144,314.25","7,925.00","18.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AROW","ARROW FINANCIAL CORP","Financials","Equity","142,545.13","0.00","142,545.13","5,053.00","28.21","United States","NASDAQ","USD","1.00","USD","-"
"BALY","BALLY S CORP","Consumer Discretionary","Equity","141,934.80","0.00","141,934.80","8,310.00","17.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBIZ","FIRST BUSINESS FINANCIAL SERVICES","Financials","Equity","141,658.04","0.00","141,658.04","3,364.00","42.11","United States","NASDAQ","USD","1.00","USD","-"
"GCT","GIGACLOUD TECHNOLOGY INC CLASS A","Consumer Discretionary","Equity","141,749.30","0.00","141,749.30","6,314.00","22.45","United States","NASDAQ","USD","1.00","USD","-"
"IIIN","INSTEEL INDUSTRIES INC","Industrials","Equity","141,700.68","0.00","141,700.68","4,356.00","32.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFBK","NORTHFIELD BANCORP INC","Financials","Equity","142,878.15","0.00","142,878.15","12,435.00","11.49","United States","NASDAQ","USD","1.00","USD","-"
"PGY","PAGAYA TECHNOLOGIES LTD CLASS A","Information Technology","Equity","141,781.89","0.00","141,781.89","11,631.00","12.19","Israel","NASDAQ","USD","1.00","USD","-"
"ACCO","ACCO BRANDS CORP","Industrials","Equity","141,558.98","0.00","141,558.98","28,199.00","5.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADV","ADVANTAGE SOLUTIONS INC CLASS A","Communication","Equity","140,374.80","0.00","140,374.80","38,993.00","3.60","United States","NASDAQ","USD","1.00","USD","-"
"ANNX","ANNEXON INC","Health Care","Equity","141,002.42","0.00","141,002.42","23,579.00","5.98","United States","NASDAQ","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","140,659.68","0.00","140,659.68","41,863.00","3.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","140,770.12","0.00","140,770.12","4,876.00","28.87","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"DXPE","DXP ENTERPRISES INC","Industrials","Equity","140,944.23","0.00","140,944.23","2,877.00","48.99","United States","NASDAQ","USD","1.00","USD","-"
"QTRX","QUANTERIX CORP","Health Care","Equity","141,239.40","0.00","141,239.40","12,444.00","11.35","United States","NASDAQ","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","140,814.87","0.00","140,814.87","3,297.00","42.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULH","UNIVERSAL LOGISTICS INC","Industrials","Equity","140,779.86","0.00","140,779.86","3,574.00","39.39","United States","NASDAQ","USD","1.00","USD","-"
"ARKO","ARKO","Consumer Discretionary","Equity","139,147.26","0.00","139,147.26","21,147.00","6.58","United States","NASDAQ","USD","1.00","USD","-"
"BAND","BANDWIDTH INC CLASS A","Communication","Equity","139,385.04","0.00","139,385.04","8,636.00","16.14","United States","NASDAQ","USD","1.00","USD","-"
"BCML","BAYCOM CORP","Financials","Equity","139,387.90","0.00","139,387.90","6,310.00","22.09","United States","NASDAQ","USD","1.00","USD","-"
"BMBL","BUMBLE INC CLASS A","Communication","Equity","139,110.20","0.00","139,110.20","23,578.00","5.90","United States","NASDAQ","USD","1.00","USD","-"
"CAC","CAMDEN NATIONAL CORP","Financials","Equity","139,939.92","0.00","139,939.92","3,774.00","37.08","United States","NASDAQ","USD","1.00","USD","-"
"CWBC","COMMUNITY WEST BANCSHARES","Financials","Equity","138,765.00","0.00","138,765.00","7,250.00","19.14","United States","NASDAQ","USD","1.00","USD","-"
"CGEM","CULLINAN THERAPEUTICS INC","Health Care","Equity","139,507.50","0.00","139,507.50","8,250.00","16.91","United States","NASDAQ","USD","1.00","USD","-"
"DMRC","DIGIMARC CORP","Information Technology","Equity","139,933.80","0.00","139,933.80","5,380.00","26.01","United States","NASDAQ","USD","1.00","USD","-"
"LFST","LIFESTANCE HEALTH GROUP INC","Health Care","Equity","138,822.64","0.00","138,822.64","23,771.00","5.84","United States","NASDAQ","USD","1.00","USD","-"
"MCW","MISTER CAR WASH INC","Consumer Discretionary","Equity","139,064.58","0.00","139,064.58","20,511.00","6.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYE","MYERS INDUSTRIES INC","Materials","Equity","139,758.08","0.00","139,758.08","9,856.00","14.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","139,304.76","0.00","139,304.76","2,598.00","53.62","United States","NASDAQ","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","138,071.05","0.00","138,071.05","5,741.00","24.05","United States","NASDAQ","USD","1.00","USD","-"
"CCB","COASTAL FINANCIAL CORP","Financials","Equity","137,943.04","0.00","137,943.04","2,836.00","48.64","United States","NASDAQ","USD","1.00","USD","-"
"CNDT","CONDUENT INC","Industrials","Equity","137,403.56","0.00","137,403.56","41,764.00","3.29","United States","NASDAQ","USD","1.00","USD","-"
"DSGR","DISTRIBUTION SOLUTIONS GROUP INC","Industrials","Equity","138,594.04","0.00","138,594.04","4,043.00","34.28","United States","NASDAQ","USD","1.00","USD","-"
"FRBA","FIRST BANK","Financials","Equity","138,611.20","0.00","138,611.20","9,520.00","14.56","United States","NASDAQ","USD","1.00","USD","-"
"LINC","LINCOLN EDUCATIONAL SERVICES CORP","Consumer Discretionary","Equity","138,602.74","0.00","138,602.74","11,618.00","11.93","United States","NASDAQ","USD","1.00","USD","-"
"NTGR","NETGEAR INC","Information Technology","Equity","137,675.12","0.00","137,675.12","8,888.00","15.49","United States","NASDAQ","USD","1.00","USD","-"
"METCV","RAMACO RESOURCES INC CLASS A","Materials","Equity","138,605.58","0.00","138,605.58","11,493.00","12.06","United States","NASDAQ","USD","1.00","USD","-"
"ROOT","ROOT INC CLASS A","Financials","Equity","137,940.21","0.00","137,940.21","3,039.00","45.39","United States","NASDAQ","USD","1.00","USD","-"
"TRML","TOURMALINE BIO INC","Health Care","Equity","138,627.47","0.00","138,627.47","10,141.00","13.67","United States","NASDAQ","USD","1.00","USD","-"
"ATEC","ALPHATEC HOLDNGS INC","Health Care","Equity","136,809.04","0.00","136,809.04","21,647.00","6.32","United States","NASDAQ","USD","1.00","USD","-"
"CLNE","CLEAN ENERGY FUELS CORP","Energy","Equity","137,174.87","0.00","137,174.87","42,469.00","3.23","United States","NASDAQ","USD","1.00","USD","-"
"GHM","GRAHAM CORP","Industrials","Equity","135,753.03","0.00","135,753.03","4,557.00","29.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","136,189.76","0.00","136,189.76","9,128.00","14.92","United States","NASDAQ","USD","1.00","USD","-"
"RICK","RCI HOSPITALITY HOLDINGS INC","Consumer Discretionary","Equity","136,158.12","0.00","136,158.12","2,982.00","45.66","United States","NASDAQ","USD","1.00","USD","-"
"ETNB","89BIO INC","Health Care","Equity","134,715.13","0.00","134,715.13","16,489.00","8.17","United States","NASDAQ","USD","1.00","USD","-"
"CARE","CARTER BANKSHARES INC","Financials","Equity","134,848.00","0.00","134,848.00","8,428.00","16.00","United States","NASDAQ","USD","1.00","USD","-"
"CLFD","CLEARFIELD INC","Information Technology","Equity","134,312.97","0.00","134,312.97","3,459.00","38.83","United States","NASDAQ","USD","1.00","USD","-"
"GLDD","GREAT LAKES DREDGE AND DOCK CORP","Industrials","Equity","135,134.60","0.00","135,134.60","14,932.00","9.05","United States","NASDAQ","USD","1.00","USD","-"
"HVT","HAVERTY FURNITURE COMPANIES INC","Consumer Discretionary","Equity","135,425.56","0.00","135,425.56","4,657.00","29.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LESL","LESLIES INC","Consumer Discretionary","Equity","134,991.00","0.00","134,991.00","42,450.00","3.18","United States","NASDAQ","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","134,693.68","0.00","134,693.68","6,259.00","21.52","United States","NASDAQ","USD","1.00","USD","-"
"RLAY","RELAY THERAPEUTICS INC","Health Care","Equity","135,220.91","0.00","135,220.91","20,273.00","6.67","United States","NASDAQ","USD","1.00","USD","-"
"TTI","TETRA TECHNOLOGIES INC","Energy","Equity","135,409.36","0.00","135,409.36","43,124.00","3.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBI","DESIGNER BRANDS INC CLASS A","Consumer Discretionary","Equity","133,973.35","0.00","133,973.35","17,983.00","7.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPRE","GREEN PLAINS INC","Energy","Equity","133,832.55","0.00","133,832.55","9,663.00","13.85","United States","NASDAQ","USD","1.00","USD","-"
"INDI","INDIE SEMICONDUCTOR INC CLASS A","Information Technology","Equity","133,056.00","0.00","133,056.00","33,264.00","4.00","United States","NASDAQ","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS INC","Health Care","Equity","133,660.82","0.00","133,660.82","17,158.00","7.79","United States","NASDAQ","USD","1.00","USD","-"
"SD","SANDRIDGE ENERGY INC","Energy","Equity","133,102.40","0.00","133,102.40","10,145.00","13.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCAL","CALIFORNIA BANCORP","Financials","Equity","131,398.02","0.00","131,398.02","9,087.00","14.46","United States","NASDAQ","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Financials","Equity","132,221.82","0.00","132,221.82","6,231.00","21.22","United States","NASDAQ","USD","1.00","USD","-"
"MAX","MEDIAALPHA INC CLASS A","Communication","Equity","132,629.22","0.00","132,629.22","7,662.00","17.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLNK","MERIDIANLINK INC","Information Technology","Equity","132,255.60","0.00","132,255.60","6,140.00","21.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RES","RPC INC","Energy","Equity","132,602.20","0.00","132,602.20","21,115.00","6.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTO","CTO REALTY GROWTH INC","Real Estate","Equity","130,599.90","0.00","130,599.90","6,795.00","19.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GETY","GETTY IMAGES HOLDINGS INC CLASS A","Communication","Equity","130,582.62","0.00","130,582.62","39,214.00","3.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEFB","GREIF INC CLASS B","Materials","Equity","130,260.97","0.00","130,260.97","2,023.00","64.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LENZ","LENZ THERAPEUTICS INC","Health Care","Equity","131,080.00","0.00","131,080.00","5,800.00","22.60","United States","NASDAQ","USD","1.00","USD","-"
"SENEA","SENECA FOODS CORP CLASS A","Consumer Staples","Equity","130,808.16","0.00","130,808.16","2,128.00","61.47","United States","NASDAQ","USD","1.00","USD","-"
"THRD","THIRD HARMONIC BIO INC","Health Care","Equity","130,451.92","0.00","130,451.92","10,799.00","12.08","United States","NASDAQ","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","128,567.04","0.00","128,567.04","4,783.00","26.88","United States","NASDAQ","USD","1.00","USD","-"
"ESPR","ESPERION THERAPEUTICS INC","Health Care","Equity","128,755.26","0.00","128,755.26","65,358.00","1.97","United States","NASDAQ","USD","1.00","USD","-"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Financials","Equity","129,921.38","0.00","129,921.38","2,293.00","56.66","United States","NASDAQ","USD","1.00","USD","-"
"LAND","GLADSTONE LAND REIT CORP","Real Estate","Equity","128,603.86","0.00","128,603.86","9,394.00","13.69","United States","NASDAQ","USD","1.00","USD","-"
"GIC","GLOBAL INDUSTRIAL","Industrials","Equity","129,483.75","0.00","129,483.75","4,015.00","32.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUVB","NUVATION BIO INC CLASS A","Health Care","Equity","129,753.25","0.00","129,753.25","47,183.00","2.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","128,891.40","0.00","128,891.40","18,205.00","7.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TBPH","THERAVANCE BIOPHARMA INC","Health Care","Equity","128,931.00","0.00","128,931.00","15,628.00","8.25","United States","NASDAQ","USD","1.00","USD","-"
"TIPT","TIPTREE INC","Financials","Equity","129,455.92","0.00","129,455.92","6,908.00","18.74","United States","NASDAQ","USD","1.00","USD","-"
"YEXT","YEXT INC","Information Technology","Equity","129,748.98","0.00","129,748.98","25,898.00","5.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YORW","YORK WATER","Utilities","Equity","129,583.17","0.00","129,583.17","3,351.00","38.67","United States","NASDAQ","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","127,610.88","0.00","127,610.88","3,216.00","39.68","United States","NASDAQ","USD","1.00","USD","-"
"GOGO","GOGO INC","Communication","Equity","127,346.40","0.00","127,346.40","17,687.00","7.20","United States","NASDAQ","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","128,270.52","0.00","128,270.52","1,974.00","64.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","128,212.26","0.00","128,212.26","4,918.00","26.07","United States","NASDAQ","USD","1.00","USD","-"
"TWKS","THOUGHTWORKS HOLDING INC","Information Technology","Equity","127,201.06","0.00","127,201.06","29,309.00","4.34","United States","NASDAQ","USD","1.00","USD","-"
"TRTX","TPG RE FINANCE TRUST INC","Financials","Equity","128,394.27","0.00","128,394.27","15,123.00","8.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATXS","ASTRIA THERAPEUTICS INC","Health Care","Equity","126,939.69","0.00","126,939.69","11,467.00","11.07","United States","NASDAQ","USD","1.00","USD","-"
"CELC","CELCUITY INC","Health Care","Equity","126,428.09","0.00","126,428.09","8,017.00","15.77","United States","NASDAQ","USD","1.00","USD","-"
"GCI","GANNETT CO INC","Communication","Equity","126,236.00","0.00","126,236.00","26,576.00","4.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","Industrials","Equity","125,885.52","0.00","125,885.52","36,174.00","3.48","United States","NASDAQ","USD","1.00","USD","-"
"IRMD","IRADIMED CORP","Health Care","Equity","126,183.48","0.00","126,183.48","2,796.00","45.13","United States","NASDAQ","USD","1.00","USD","-"
"MNMD","MIND MEDICINE SUBORDINATE VOTING I","Health Care","Equity","125,825.58","0.00","125,825.58","19,599.00","6.42","United States","NASDAQ","USD","1.00","USD","-"
"LASR","NLIGHT INC","Information Technology","Equity","126,740.05","0.00","126,740.05","11,069.00","11.45","United States","NASDAQ","USD","1.00","USD","-"
"PTLO","PORTILLO S INC CLASS A","Consumer Discretionary","Equity","126,332.72","0.00","126,332.72","10,652.00","11.86","United States","NASDAQ","USD","1.00","USD","-"
"BFS","SAUL CENTERS REIT INC","Real Estate","Equity","126,685.00","0.00","126,685.00","3,250.00","38.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEAR","TURTLE BEACH CORP","Information Technology","Equity","126,427.59","0.00","126,427.59","8,583.00","14.73","United States","NASDAQ","USD","1.00","USD","-"
